players,assists,damage_received,headshots,tier,traded,kills,matches,deaths,damage,kd_ratio,damage_per_match,headshots_per_match,kills_per_match,,
15,1845,857488,1808,iron,704,3625,297,4471,716339,12.21,160.22,0.40,0.81,,
16,1825,991104,1912,iron,819,4244,350,5209,848510,12.13,162.89,0.37,0.81,,
17,1822,705649,2305,iron,575,3623,306,3986,707762,11.84,177.56,0.58,0.91,,
18,1788,1150754,3669,iron,774,6574,456,6318,1219515,14.42,193.02,0.58,1.04,,
19,1775,983906,3794,iron,820,5880,400,5377,1081021,14.70,201.05,0.71,1.09,,
20,1727,724910,1637,iron,711,3038,275,3962,580860,11.05,146.61,0.41,0.77,,
21,1715,1117375,2702,iron,947,5433,364,5893,1023107,14.93,173.61,0.46,0.92,,
22,1692,902066,1895,iron,820,4124,322,4722,821699,12.81,174.02,0.40,0.87,,
23,1629,1011592,1715,iron,847,4134,381,5347,823776,10.85,154.06,0.32,0.77,,
24,1619,678217,1264,iron,632,3053,236,3672,562497,12.94,153.19,0.34,0.83,,
25,1606,833119,1782,iron,767,4321,294,4444,770504,14.70,173.38,0.40,0.97,,
26,1560,1021377,2325,iron,726,5121,414,5316,938775,12.37,176.59,0.44,0.96,,
27,1559,836617,1983,iron,540,3965,343,4275,775333,11.56,181.36,0.46,0.93,,
28,1542,1287753,4484,iron,802,6839,455,6795,1315378,15.03,193.58,0.66,1.01,,
29,1534,995312,2528,iron,680,5251,349,5047,976334,15.05,193.45,0.50,1.04,,
30,1533,935489,1973,iron,881,4054,299,4873,791554,13.56,162.44,0.40,0.83,,
31,1524,902255,2438,iron,755,4535,308,4949,871776,14.72,176.15,0.49,0.92,,
32,1513,888961,3627,iron,740,5672,414,4675,1054774,13.70,225.62,0.78,1.21,,
33,1513,780426,1452,iron,598,4055,275,4241,770641,14.75,181.71,0.34,0.96,,
34,1498,813832,1695,iron,703,3705,257,4190,713461,14.42,170.28,0.40,0.88,,
35,1492,912228,5734,iron,767,7433,483,4862,1346928,15.39,277.03,1.18,1.53,,
36,1482,916800,1260,iron,788,4076,309,4793,784948,13.19,163.77,0.26,0.85,,
37,1477,811430,2489,iron,755,4375,303,4595,845904,14.44,184.09,0.54,0.95,,
38,1477,838733,1435,iron,709,3509,273,4384,636598,12.85,145.21,0.33,0.80,,
39,1472,819222,1310,iron,639,3109,315,4125,589779,9.87,142.98,0.32,0.75,,
40,1443,846480,2112,iron,720,4061,295,4581,793089,13.77,173.13,0.46,0.89,,
41,1433,830873,2410,iron,793,4401,312,4443,830344,14.11,186.89,0.54,0.99,,
42,1423,691856,981,iron,514,2762,251,3613,533811,11.00,147.75,0.27,0.76,,
43,1422,1077419,1335,iron,1062,3221,381,5736,616488,8.45,107.48,0.23,0.56,,
44,1410,767137,1424,iron,775,3305,263,4248,624122,12.57,146.92,0.34,0.78,,
45,1408,701524,962,iron,599,2828,247,3701,514955,11.45,139.14,0.26,0.76,,
46,1399,908493,1202,iron,933,2532,361,4838,492742,7.01,101.85,0.25,0.52,,
47,1372,702422,928,iron,609,3045,242,3764,562440,12.58,149.43,0.25,0.81,,
48,1372,693202,1278,iron,604,2936,256,3813,566709,11.47,148.63,0.34,0.77,,
49,1354,814490,2269,iron,654,4176,280,4199,795855,14.91,189.53,0.54,0.99,,
50,1351,656698,1052,iron,547,2450,225,3727,491469,10.89,131.87,0.28,0.66,,
51,1337,693522,1193,iron,649,2954,233,3941,567375,12.68,143.97,0.30,0.75,,
52,1318,794971,1482,iron,640,3213,274,4198,633040,11.73,150.80,0.35,0.77,,
53,1311,848865,1789,iron,762,4178,318,5023,768969,13.14,153.09,0.36,0.83,,
54,1304,917764,968,iron,825,2742,329,5051,507069,8.33,100.39,0.19,0.54,,
55,1289,594748,1535,iron,501,2773,228,3175,529118,12.16,166.65,0.48,0.87,,
56,1279,588462,1014,iron,524,2992,203,3016,562638,14.74,186.55,0.34,0.99,,
57,1278,599894,1049,iron,397,2828,208,3082,508086,13.60,164.86,0.34,0.92,,
58,1270,732894,1075,iron,588,3126,274,4176,593500,11.41,142.12,0.26,0.75,,
59,1268,552177,1965,iron,598,3473,350,2866,629408,9.92,219.61,0.69,1.21,,
60,1267,567474,2005,iron,390,3500,314,3277,632599,11.15,193.04,0.61,1.07,,
